epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,16.48651695251465,0.07378967106342316,54.70909118652344,0.2716425359249115,0.30651822686195374
1,12.768211364746094,0.06937920302152634,42.32944107055664,0.2633993327617645,0.32465630769729614
2,10.044713973999023,0.06982792913913727,33.24961853027344,0.2642497420310974,0.3476877808570862
3,7.734448432922363,0.07123102992773056,25.544057846069336,0.2668914198875427,0.3546222746372223
4,5.96042013168335,0.06967125087976456,19.63582992553711,0.2639531195163727,0.35610467195510864
