epoch,loss,train_rmse,val_rmse
0,0.14720049500465393,0.3836671710014343,0.33125099539756775
1,0.13452231884002686,0.3667728304862976,0.33303534984588623
2,0.13636188209056854,0.3692720830440521,0.3480876684188843
3,0.13693781197071075,0.3700510859489441,0.3533765375614166
4,0.1345634013414383,0.3668288588523865,0.3505251705646515
