epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,15.767080307006836,0.1293920874595642,52.12562561035156,0.3597111105918884,0.3258752226829529
1,11.778358459472656,0.1284359246492386,38.833072662353516,0.3583795726299286,0.32705748081207275
2,8.947376251220703,0.12727123498916626,29.400346755981445,0.3567509353160858,0.3236747682094574
3,6.770233631134033,0.12630008161067963,22.14644432067871,0.35538724064826965,0.3224395513534546
4,5.165555000305176,0.12533412873744965,16.800735473632812,0.35402560234069824,0.322165310382843
5,3.999436378479004,0.12435848265886307,12.916926383972168,0.35264497995376587,0.32270318269729614
6,3.1241726875305176,0.1234823614358902,10.002300262451172,0.35140058398246765,0.3222469687461853
7,2.4820096492767334,0.1223931834101677,7.865387916564941,0.34984737634658813,0.3212655484676361
8,1.9987071752548218,0.12136563658714294,6.257804870605469,0.34837570786476135,0.31947776675224304
9,1.6415619850158691,0.12028846889734268,5.070911407470703,0.3468262851238251,0.31798890233039856
10,1.3723598718643188,0.11921367049217224,4.177153587341309,0.34527331590652466,0.3163076937198639
11,1.1710628271102905,0.11799869686365128,3.5102133750915527,0.34350937604904175,0.31579989194869995
12,1.0169579982757568,0.11652415990829468,3.001445770263672,0.3413563668727875,0.31470051407814026
13,0.9034969806671143,0.11574558168649673,2.625837802886963,0.3402140140533447,0.31338369846343994
14,0.8181103467941284,0.11413617432117462,2.3465805053710938,0.3378404676914215,0.3132014274597168
15,0.7490131855010986,0.11314769089221954,2.119551658630371,0.33637434244155884,0.31070610880851746
16,0.6958256959915161,0.11206081509590149,1.945882797241211,0.3347548544406891,0.30911558866500854
17,0.6509256362915039,0.11065886914730072,1.800889015197754,0.33265426754951477,0.30844399333000183
18,0.6202412247657776,0.10951849073171616,1.702409029006958,0.3309357762336731,0.3073257803916931
19,0.5890840888023376,0.10900724679231644,1.600256085395813,0.3301624655723572,0.3059471547603607
