epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,15.766973495483398,0.12939201295375824,52.12527084350586,0.35971102118492126,0.32587629556655884
1,11.778489112854004,0.12843754887580872,38.83350372314453,0.35838183760643005,0.32710063457489014
2,8.950790405273438,0.12726598978042603,29.411746978759766,0.35674360394477844,0.323662132024765
3,6.772697448730469,0.12631027400493622,22.15462303161621,0.35540157556533813,0.3224630057811737
4,5.159983158111572,0.1253279745578766,16.782182693481445,0.35401690006256104,0.32234498858451843
5,3.998406410217285,0.1243758574128151,12.913434982299805,0.3526696264743805,0.3227972090244293
6,3.1234705448150635,0.12351526319980621,9.999850273132324,0.35144737362861633,0.3221502900123596
7,2.4805116653442383,0.1223415955901146,7.860566139221191,0.349773645401001,0.32101091742515564
8,1.9980729818344116,0.12119890004396439,6.256246566772461,0.3481363356113434,0.31932348012924194
9,1.6396561861038208,0.12004974484443665,5.065354824066162,0.34648194909095764,0.31780916452407837
10,1.372031569480896,0.11887643486261368,4.177183628082275,0.34478461742401123,0.31613585352897644
11,1.171372652053833,0.11758329719305038,3.5126311779022217,0.3429042100906372,0.31561917066574097
12,1.0168404579162598,0.11598531901836395,3.0028505325317383,0.3405661880970001,0.3143348693847656
13,0.9050776362419128,0.11516399681568146,2.6330454349517822,0.33935821056365967,0.3128797113895416
14,0.8201178312301636,0.11346490681171417,2.3555097579956055,0.3368455171585083,0.3127495050430298
15,0.7505167722702026,0.11234071850776672,2.127253532409668,0.3351726830005646,0.31029197573661804
16,0.6966310143470764,0.11116810142993927,1.9515429735183716,0.3334188163280487,0.3085794150829315
17,0.6501840949058533,0.10966501384973526,1.8017300367355347,0.3311570882797241,0.3079553246498108
18,0.6191311478614807,0.10838881880044937,1.7024743556976318,0.3292245864868164,0.30677470564842224
19,0.587352454662323,0.10788284242153168,1.5982320308685303,0.32845523953437805,0.3052172064781189
