epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,23.39319610595703,0.11262162774801254,77.60191345214844,0.33559146523475647,0.3707321882247925
1,19.550416946411133,0.08711005747318268,64.877685546875,0.29514414072036743,0.326738178730011
2,16.271312713623047,0.06915701925754547,54.00718307495117,0.2629772126674652,0.2914670407772064
3,13.40671157836914,0.05697179213166237,44.49913024902344,0.2386876493692398,0.2637745141983032
4,11.114225387573242,0.04840615391731262,36.88606262207031,0.22001399099826813,0.24138016998767853
5,9.148724555969238,0.042286764830350876,30.35479164123535,0.20563745498657227,0.22366474568843842
6,7.564998149871826,0.037934254854917526,25.090211868286133,0.19476717710494995,0.20979243516921997
7,6.293249130249023,0.034987159073352814,20.860872268676758,0.1870485544204712,0.19913245737552643
8,5.224268913269043,0.03276467323303223,17.30501365661621,0.1810101419687271,0.19040177762508392
9,4.340824604034424,0.03087744489312172,14.36648941040039,0.17571979761123657,0.18277183175086975
10,3.6167335510253906,0.029336482286453247,11.957989692687988,0.1712789535522461,0.17586541175842285
11,3.019176483154297,0.028073668479919434,9.970341682434082,0.16755199432373047,0.1693771630525589
12,2.5333926677703857,0.02704542689025402,8.354490280151367,0.16445493698120117,0.1640147566795349
13,2.1405246257781982,0.026213768869638443,7.047701835632324,0.1619066745042801,0.15899179875850677
14,1.8008836507797241,0.02553473226726055,5.917829513549805,0.15979591012001038,0.15478354692459106
15,1.534749984741211,0.025036238133907318,5.032379150390625,0.15822844207286835,0.15098541975021362
16,1.326791763305664,0.02456790767610073,4.34074592590332,0.15674152970314026,0.14785204827785492
17,1.155745267868042,0.0241585373878479,3.771955728530884,0.1554301679134369,0.14453639090061188
18,1.0211598873138428,0.02390357293188572,3.3241875171661377,0.15460780262947083,0.1414865106344223
19,0.9118083715438843,0.023615818470716476,2.960641622543335,0.1536743938922882,0.13886110484600067
