epoch,loss,train_rmse,val_rmse
0,0.07672706246376038,0.2769964933395386,0.30321455001831055
1,0.06792806833982468,0.26063013076782227,0.33072876930236816
2,0.07072842866182327,0.26594817638397217,0.356795072555542
3,0.07027315348386765,0.26509085297584534,0.3525228798389435
4,0.06532160937786102,0.25558093190193176,0.3392469882965088
